Rk,League,Team,Pts,P,W,D,L,GF,GA,GD,Year_End
7,Serie A,Roma,56,38,16,8,14,60,54,6,2012
8,Serie A,Parma,56,38,15,11,12,54,53,1,2012
9,Serie A,Bologna,51,38,13,12,13,41,43,-2,2012
10,Serie A,Chievo,49,38,12,13,13,35,45,-10,2012
11,Serie A,Catania SSD,48,38,11,15,12,47,52,-5,2012
12,Serie A,Atalanta,46,38,13,13,12,41,43,-2,2012
13,Serie A,Fiorentina,46,38,11,13,14,37,43,-6,2012
14,Serie A,AC Siena,44,38,11,11,16,45,45,0,2012
15,Serie A,Cagliari,43,38,10,13,15,37,46,-9,2012
16,Serie A,Palermo,43,38,11,10,17,52,62,-10,2012
17,Serie A,Genoa,42,38,11,9,18,50,69,-19,2012
18,Serie A,Lecce,36,38,8,12,18,40,56,-16,2012
19,Serie A,Novara,32,38,7,11,20,35,65,-30,2012
20,Serie A,AC Cesena,22,38,4,10,24,24,60,-36,2012
1,Serie A,Juventus,87,38,27,6,5,71,24,47,2013
2,Serie A,Napoli,78,38,23,9,6,73,36,37,2013
3,Serie A,Milan,72,38,21,9,8,67,39,28,2013
4,Serie A,Fiorentina,70,38,21,7,10,72,44,28,2013
5,Serie A,Udinese,66,38,18,12,8,59,45,14,2013
6,Serie A,Roma,62,38,18,8,12,71,56,15,2013
7,Serie A,Lazio,61,38,18,7,13,51,42,9,2013
8,Serie A,Catania SSD,56,38,15,11,12,50,46,4,2013
9,Serie A,Internazionale,54,38,16,6,16,55,57,-2,2013
10,Serie A,Parma,49,38,13,10,15,45,46,-1,2013
11,Serie A,Cagliari,47,38,12,11,15,43,55,-12,2013
12,Serie A,Chievo,45,38,12,9,17,37,52,-15,2013
13,Serie A,Bologna,44,38,11,11,16,46,52,-6,2013
14,Serie A,Sampdoria,42,38,11,10,17,43,51,-8,2013
15,Serie A,Atalanta,40,38,11,9,18,39,56,-17,2013
16,Serie A,Torino,39,38,8,16,14,46,55,-9,2013
17,Serie A,Genoa,38,38,8,14,16,38,52,-14,2013
18,Serie A,Palermo,32,38,6,14,18,34,54,-20,2013
19,Serie A,AC Siena,30,38,9,9,20,36,57,-21,2013
20,Serie A,Pescara,22,38,6,4,28,27,84,-57,2013
1,Serie A,Juventus,102,38,33,3,2,80,23,57,2014
2,Serie A,Roma,85,38,26,7,5,72,25,47,2014
3,Serie A,Napoli,78,38,23,9,6,77,39,38,2014
4,Serie A,Fiorentina,65,38,19,8,11,65,44,21,2014
5,Serie A,Internazionale,60,38,15,15,8,62,39,23,2014
6,Serie A,Parma,58,38,15,13,10,58,46,12,2014
7,Serie A,Torino,57,38,15,12,11,58,48,10,2014
8,Serie A,Milan,57,38,16,9,13,57,49,8,2014
9,Serie A,Lazio,56,38,15,11,12,54,54,0,2014
10,Serie A,Hellas Verona,54,38,16,6,16,62,68,-6,2014
11,Serie A,Atalanta,50,38,15,5,18,43,51,-8,2014
12,Serie A,Sampdoria,45,38,12,9,17,48,62,-14,2014
13,Serie A,Udinese,44,38,12,8,18,46,57,-11,2014
14,Serie A,Genoa,44,38,11,11,16,41,50,-9,2014
15,Serie A,Cagliari,39,38,9,12,17,34,53,-19,2014
16,Serie A,Chievo,36,38,10,6,22,34,54,-20,2014
17,Serie A,Sassuolo,34,38,9,7,22,43,72,-29,2014
18,Serie A,Catania SSD,32,38,8,8,22,34,66,-32,2014
19,Serie A,Bologna,29,38,5,14,19,28,58,-30,2014
20,Serie A,Livorno 1915,25,38,6,7,25,39,77,-38,2014
1,Serie A,Juventus,87,38,26,9,3,72,24,48,2015
2,Serie A,Roma,70,38,19,13,6,54,31,23,2015
3,Serie A,Lazio,69,38,21,6,11,71,38,33,2015
4,Serie A,Fiorentina,64,38,18,10,10,61,46,15,2015
5,Serie A,Napoli,63,38,18,9,11,70,54,16,2015
6,Serie A,Genoa,59,38,16,11,11,62,47,15,2015
7,Serie A,Sampdoria,56,38,13,17,8,48,42,6,2015
8,Serie A,Internazionale,55,38,14,13,11,59,48,11,2015
9,Serie A,Torino,54,38,14,12,12,48,45,3,2015
10,Serie A,Milan,52,38,13,13,12,56,50,6,2015
11,Serie A,Palermo,49,38,12,13,13,53,55,-2,2015
12,Serie A,Sassuolo,49,38,12,13,13,49,57,-8,2015
13,Serie A,Hellas Verona,46,38,11,13,14,49,65,-16,2015
14,Serie A,Chievo,43,38,10,13,15,28,41,-13,2015
15,Serie A,Empoli,42,38,8,18,12,46,52,-6,2015
16,Serie A,Udinese,41,38,10,11,17,43,56,-13,2015
17,Serie A,Atalanta,37,38,7,16,15,38,57,-19,2015
18,Serie A,Cagliari,34,38,8,10,20,48,68,-20,2015
19,Serie A,AC Cesena,24,38,4,12,22,36,73,-37,2015
20,Serie A,Parma,19,38,6,8,24,33,75,-42,2015
1,Serie A,Juventus,91,38,29,4,5,75,20,55,2016
2,Serie A,Napoli,82,38,25,7,6,80,32,48,2016
3,Serie A,Roma,80,38,23,11,4,83,41,42,2016
4,Serie A,Internazionale,67,38,20,7,11,50,38,12,2016
5,Serie A,Fiorentina,64,38,18,10,10,60,42,18,2016
6,Serie A,Sassuolo,61,38,16,13,9,49,40,9,2016
7,Serie A,Milan,57,38,15,12,11,49,43,6,2016
8,Serie A,Lazio,54,38,15,9,14,52,52,0,2016
9,Serie A,Chievo,50,38,13,11,14,43,45,-2,2016
10,Serie A,Empoli,46,38,12,10,16,40,49,-9,2016
11,Serie A,Genoa,46,38,13,7,18,45,48,-3,2016
12,Serie A,Torino,45,38,12,9,17,52,55,-3,2016
13,Serie A,Atalanta,45,38,11,12,15,41,47,-6,2016
14,Serie A,Bologna,42,38,11,9,18,33,45,-12,2016
15,Serie A,Sampdoria,40,38,10,10,18,48,61,-13,2016
16,Serie A,Palermo,39,38,10,9,19,38,65,-27,2016
17,Serie A,Udinese,39,38,10,9,19,35,60,-25,2016
18,Serie A,Carpi 1909,38,38,9,11,18,37,57,-20,2016
19,Serie A,Frosinone,31,38,8,7,23,35,76,-41,2016
20,Serie A,Hellas Verona,28,38,5,13,20,34,63,-29,2016
1,Serie A,Juventus,91,38,29,4,5,77,27,50,2017
2,Serie A,Roma,87,38,28,3,7,90,38,52,2017
3,Serie A,Napoli,86,38,26,8,4,94,39,55,2017
4,Serie A,Atalanta,72,38,21,9,8,62,41,21,2017
5,Serie A,Lazio,70,38,21,7,10,74,51,23,2017
6,Serie A,Milan,63,38,18,9,11,57,45,12,2017
7,Serie A,Internazionale,62,38,19,5,14,72,49,23,2017
8,Serie A,Fiorentina,60,38,16,12,10,63,57,6,2017
9,Serie A,Torino,53,38,13,14,11,71,66,5,2017
10,Serie A,Sampdoria,48,38,12,12,14,49,55,-6,2017
11,Serie A,Cagliari,47,38,14,5,19,55,76,-21,2017
12,Serie A,Sassuolo,46,38,13,7,18,58,63,-5,2017
13,Serie A,Udinese,45,38,12,9,17,47,56,-9,2017
14,Serie A,Chievo,43,38,12,7,19,43,61,-18,2017
15,Serie A,Bologna,41,38,11,8,19,40,58,-18,2017
16,Serie A,Genoa,36,38,9,9,20,38,64,-26,2017
17,Serie A,Crotone,34,38,9,7,22,34,58,-24,2017
18,Serie A,Empoli,32,38,8,8,22,29,61,-32,2017
19,Serie A,Palermo,26,38,6,8,24,33,77,-44,2017
20,Serie A,Pescara,18,38,3,9,26,37,81,-44,2017
1,Serie A,Juventus,95,38,30,5,3,86,24,62,2018
2,Serie A,Napoli,91,38,28,7,3,77,29,48,2018
3,Serie A,Roma,77,38,23,8,7,61,28,33,2018
4,Serie A,Internazionale,72,38,20,12,6,66,30,36,2018
5,Serie A,Lazio,72,38,21,9,8,89,49,40,2018
6,Serie A,Milan,64,38,18,10,10,56,42,14,2018
7,Serie A,Atalanta,60,38,16,12,10,57,39,18,2018
8,Serie A,Fiorentina,57,38,16,9,13,54,46,8,2018
9,Serie A,Torino,54,38,13,15,10,54,46,8,2018
10,Serie A,Sampdoria,54,38,16,6,16,56,60,-4,2018
11,Serie A,Sassuolo,43,38,11,10,17,29,59,-30,2018
12,Serie A,Genoa,41,38,11,8,19,33,43,-10,2018
13,Serie A,Chievo,40,38,10,10,18,36,59,-23,2018
14,Serie A,Udinese,40,38,12,4,22,48,63,-15,2018
15,Serie A,Bologna,39,38,11,6,21,40,52,-12,2018
16,Serie A,Cagliari,39,38,11,6,21,33,61,-28,2018
17,Serie A,SPAL 2013,38,38,8,14,16,39,59,-20,2018
18,Serie A,Crotone,35,38,9,8,21,40,66,-26,2018
19,Serie A,Hellas Verona,25,38,7,4,27,30,78,-48,2018
20,Serie A,Benevento,21,38,6,3,29,33,84,-51,2018
1,Serie A,Juventus,90,38,28,6,4,70,30,40,2019
2,Serie A,Napoli,79,38,24,7,7,74,36,38,2019
3,Serie A,Atalanta,69,38,20,9,9,77,46,31,2019
4,Serie A,Internazionale,69,38,20,9,9,57,33,24,2019
5,Serie A,Milan,68,38,19,11,8,55,36,19,2019
6,Serie A,Roma,66,38,18,12,8,66,48,18,2019
7,Serie A,Torino,63,38,16,15,7,52,37,15,2019
8,Serie A,Lazio,59,38,17,8,13,56,46,10,2019
9,Serie A,Sampdoria,53,38,15,8,15,60,51,9,2019
10,Serie A,Bologna,44,38,11,11,16,48,56,-8,2019
11,Serie A,Sassuolo,43,38,9,16,13,53,60,-7,2019
12,Serie A,Udinese,43,38,11,10,17,39,53,-14,2019
13,Serie A,SPAL 2013,42,38,11,9,18,44,56,-12,2019
14,Serie A,Parma,41,38,10,11,17,41,61,-20,2019
15,Serie A,Cagliari,41,38,10,11,17,36,54,-18,2019
16,Serie A,Fiorentina,41,38,8,17,13,47,45,2,2019
17,Serie A,Genoa,38,38,8,14,16,39,57,-18,2019
18,Serie A,Empoli,38,38,10,8,20,51,70,-19,2019
19,Serie A,Frosinone,25,38,5,10,23,29,69,-40,2019
20,Serie A,Chievo,17,38,2,14,22,25,75,-50,2019
1,Serie A,Juventus,83,38,26,5,7,76,43,33,2020
2,Serie A,Internazionale,82,38,24,10,4,81,36,45,2020
3,Serie A,Atalanta,78,38,23,9,6,98,48,50,2020
4,Serie A,Lazio,78,38,24,6,8,79,42,37,2020
5,Serie A,Roma,70,38,21,7,10,77,51,26,2020
6,Serie A,Milan,66,38,19,9,10,63,46,17,2020
7,Serie A,Napoli,62,38,18,8,12,61,50,11,2020
8,Serie A,Sassuolo,51,38,14,9,15,69,63,6,2020
9,Serie A,Hellas Verona,49,38,12,13,13,47,51,-4,2020
10,Serie A,Fiorentina,49,38,12,13,13,51,48,3,2020
11,Serie A,Parma,49,38,14,7,17,56,57,-1,2020
12,Serie A,Bologna,47,38,12,11,15,52,65,-13,2020
13,Serie A,Udinese,45,38,12,9,17,37,51,-14,2020
14,Serie A,Cagliari,45,38,11,12,15,52,56,-4,2020
15,Serie A,Sampdoria,42,38,12,6,20,48,65,-17,2020
16,Serie A,Torino,40,38,11,7,20,46,68,-22,2020
17,Serie A,Genoa,39,38,10,9,19,47,73,-26,2020
18,Serie A,Lecce,35,38,9,8,21,52,85,-33,2020
19,Serie A,Brescia,25,38,6,7,25,35,79,-44,2020
20,Serie A,SPAL 2013,20,38,5,5,28,27,77,-50,2020
1,Serie A,Internazionale,91,38,28,7,3,89,35,54,2021
2,Serie A,Milan,79,38,24,7,7,74,41,33,2021
3,Serie A,Atalanta,78,38,23,9,6,90,47,43,2021
4,Serie A,Juventus,78,38,23,9,6,77,38,39,2021
5,Serie A,Napoli,77,38,24,5,9,86,41,45,2021
6,Serie A,Lazio,68,38,21,5,12,61,55,6,2021
7,Serie A,Roma,62,38,18,8,12,68,58,10,2021
8,Serie A,Sassuolo,62,38,17,11,10,64,56,8,2021
9,Serie A,Sampdoria,52,38,15,7,16,52,54,-2,2021
10,Serie A,Hellas Verona,45,38,11,12,15,46,48,-2,2021
11,Serie A,Genoa,42,38,10,12,16,47,58,-11,2021
12,Serie A,Bologna,41,38,10,11,17,51,65,-14,2021
13,Serie A,Fiorentina,40,38,9,13,16,47,59,-12,2021
14,Serie A,Udinese,40,38,10,10,18,42,58,-16,2021
15,Serie A,Spezia,39,38,9,12,17,52,72,-20,2021
16,Serie A,Cagliari,37,38,9,10,19,43,59,-16,2021
17,Serie A,Torino,37,38,7,16,15,50,69,-19,2021
18,Serie A,Benevento,33,38,7,12,19,40,75,-35,2021
19,Serie A,Crotone,23,38,6,5,27,45,92,-47,2021
20,Serie A,Parma,20,38,3,11,24,39,83,-44,2021
1,Serie A,Milan,86,38,26,8,4,69,31,38,2022
2,Serie A,Internazionale,84,38,25,9,4,84,32,52,2022
3,Serie A,Napoli,79,38,24,7,7,74,31,43,2022
4,Serie A,Juventus,70,38,20,10,8,57,37,20,2022
5,Serie A,Lazio,64,38,18,10,10,77,58,19,2022
6,Serie A,Roma,63,38,18,9,11,59,43,16,2022
7,Serie A,Fiorentina,62,38,19,5,14,59,51,8,2022
8,Serie A,Atalanta,59,38,16,11,11,65,48,17,2022
9,Serie A,Hellas Verona,53,38,14,11,13,65,59,6,2022
10,Serie A,Torino,50,38,13,11,14,46,41,5,2022
11,Serie A,Sassuolo,50,38,13,11,14,64,66,-2,2022
12,Serie A,Udinese,47,38,11,14,13,61,58,3,2022
13,Serie A,Bologna,46,38,12,10,16,44,55,-11,2022
14,Serie A,Empoli,41,38,10,11,17,50,70,-20,2022
15,Serie A,Sampdoria,36,38,10,6,22,46,63,-17,2022
16,Serie A,Spezia,36,38,10,6,22,41,71,-30,2022
17,Serie A,Salernitana,31,38,7,10,21,33,78,-45,2022
18,Serie A,Cagliari,30,38,6,12,20,34,68,-34,2022
19,Serie A,Genoa,28,38,4,16,18,27,60,-33,2022
20,Serie A,Venezia,27,38,6,9,23,34,69,-35,2022
1,Serie A,Napoli,90,38,28,6,4,77,28,49,2023
2,Serie A,Lazio,74,38,22,8,8,60,30,30,2023
3,Serie A,Internazionale,72,38,23,3,12,71,42,29,2023
4,Serie A,Milan,70,38,20,10,8,64,43,21,2023
5,Serie A,Atalanta,64,38,19,7,12,66,48,18,2023
6,Serie A,Roma,63,38,18,9,11,50,38,12,2023
7,Serie A,Juventus,62,38,22,6,10,56,33,23,2023
8,Serie A,Fiorentina,56,38,15,11,12,53,43,10,2023
9,Serie A,Bologna,54,38,14,12,12,53,49,4,2023
10,Serie A,Torino,53,38,14,11,13,42,41,1,2023
11,Serie A,Monza,52,38,14,10,14,48,52,-4,2023
12,Serie A,Udinese,46,38,11,13,14,47,48,-1,2023
13,Serie A,Sassuolo,45,38,12,9,17,47,61,-14,2023
14,Serie A,Empoli,43,38,10,13,15,37,49,-12,2023
15,Serie A,Salernitana,42,38,9,15,14,48,62,-14,2023
16,Serie A,Lecce,36,38,8,12,18,33,46,-13,2023
17,Serie A,Spezia,31,38,6,13,19,31,62,-31,2023
18,Serie A,Hellas Verona,31,38,7,10,21,31,59,-28,2023
19,Serie A,Cremonese,27,38,5,12,21,36,69,-33,2023
20,Serie A,Sampdoria,19,38,3,10,25,24,71,-47,2023
1,Ligue 1,Lyon,84,38,25,9,4,73,31,42,2006
2,Ligue 1,Bordeaux,69,38,18,15,5,43,25,18,2006
3,Ligue 1,Lille,62,38,16,14,8,56,31,25,2006
4,Ligue 1,Lens,60,38,14,18,6,48,34,14,2006
5,Ligue 1,Marseille,60,38,16,12,10,44,35,9,2006
6,Ligue 1,Auxerre,59,38,17,8,13,50,39,11,2006
7,Ligue 1,Rennes,59,38,18,5,15,48,49,-1,2006
8,Ligue 1,Nice,58,38,16,10,12,36,31,5,2006
9,Ligue 1,Paris SG,52,38,13,13,12,44,38,6,2006
10,Ligue 1,Monaco,52,38,13,13,12,42,36,6,2006
11,Ligue 1,Le Mans,52,38,13,13,12,33,36,-3,2006
12,Ligue 1,Nancy,48,38,12,12,14,35,37,-2,2006
13,Ligue 1,Saint-Étienne,47,38,11,14,13,29,39,-10,2006
14,Ligue 1,Nantes,45,38,11,12,15,37,41,-4,2006
15,Ligue 1,Sochaux,44,38,11,11,16,34,47,-13,2006
16,Ligue 1,Toulouse,41,38,10,11,17,36,47,-11,2006
17,Ligue 1,Troyes,39,38,9,12,17,37,47,-10,2006
18,Ligue 1,AC Ajaccio,33,38,8,9,21,27,53,-26,2006
19,Ligue 1,RC Strasbourg,29,38,5,14,19,33,56,-23,2006
20,Ligue 1,Metz,29,38,6,11,21,26,59,-33,2006
1,Ligue 1,Lyon,81,38,24,9,5,64,27,37,2007
2,Ligue 1,Marseille,64,38,19,7,12,53,38,15,2007
3,Ligue 1,Toulouse,61,38,17,7,14,44,43,1,2007
4,Ligue 1,Rennes,57,38,14,15,9,38,30,8,2007
5,Ligue 1,Lens,57,38,15,12,11,47,41,6,2007
6,Ligue 1,Bordeaux,57,38,16,9,13,39,35,4,2007
7,Ligue 1,Sochaux,57,38,15,12,11,46,48,-2,2007
8,Ligue 1,Auxerre,54,38,13,15,10,41,41,0,2007
9,Ligue 1,Monaco,51,38,13,12,13,45,38,7,2007
10,Ligue 1,Lille,50,38,13,11,14,45,43,2,2007
11,Ligue 1,Saint-Étienne,49,38,14,7,17,52,50,2,2007
12,Ligue 1,Le Mans,49,38,11,16,11,45,46,-1,2007
13,Ligue 1,Nancy,49,38,13,10,15,37,44,-7,2007
14,Ligue 1,Lorient,49,38,12,13,13,33,40,-7,2007
15,Ligue 1,Paris SG,48,38,12,12,14,42,42,0,2007
16,Ligue 1,Nice,43,38,9,16,13,34,40,-6,2007
17,Ligue 1,Valenciennes,43,38,11,10,17,36,48,-12,2007
18,Ligue 1,Troyes,39,38,9,12,17,39,54,-15,2007
19,Ligue 1,CS Sedan,35,38,7,14,17,46,58,-12,2007
20,Ligue 1,Nantes,34,38,7,13,18,29,49,-20,2007
1,Ligue 1,Lyon,79,38,24,7,7,74,37,37,2008
2,Ligue 1,Bordeaux,75,38,22,9,7,65,38,27,2008
3,Ligue 1,Marseille,62,38,17,11,10,58,45,13,2008
4,Ligue 1,Nancy,60,38,15,15,8,44,30,14,2008
5,Ligue 1,Saint-Étienne,58,38,16,10,12,47,34,13,2008
6,Ligue 1,Rennes,58,38,16,10,12,47,44,3,2008
7,Ligue 1,Lille,57,38,13,18,7,45,32,13,2008
8,Ligue 1,Nice,55,38,13,16,9,35,30,5,2008
9,Ligue 1,Le Mans,53,38,14,11,13,46,49,-3,2008
10,Ligue 1,Lorient,52,38,12,16,10,32,35,-3,2008
11,Ligue 1,Caen,51,38,13,12,13,48,53,-5,2008
12,Ligue 1,Monaco,47,38,13,8,17,40,48,-8,2008
13,Ligue 1,Valenciennes,45,38,12,9,17,42,40,2,2008
14,Ligue 1,Sochaux,44,38,10,14,14,34,43,-9,2008
15,Ligue 1,Auxerre,44,38,12,8,18,33,52,-19,2008
16,Ligue 1,Paris SG,43,38,10,13,15,37,45,-8,2008
17,Ligue 1,Toulouse,42,38,9,15,14,36,42,-6,2008
18,Ligue 1,Lens,40,38,9,13,16,43,52,-9,2008
19,Ligue 1,RC Strasbourg,35,38,9,8,21,34,55,-21,2008
20,Ligue 1,Metz,24,38,5,9,24,28,64,-36,2008
1,Ligue 1,Bordeaux,80,38,24,8,6,64,34,30,2009
2,Ligue 1,Marseille,77,38,22,11,5,67,35,32,2009
3,Ligue 1,Lyon,71,38,20,11,7,52,29,23,2009
4,Ligue 1,Toulouse,64,38,16,16,6,45,27,18,2009
5,Ligue 1,Lille,64,38,17,13,8,51,39,12,2009
6,Ligue 1,Paris SG,64,38,19,7,12,49,38,11,2009
7,Ligue 1,Rennes,61,38,15,16,7,42,34,8,2009
8,Ligue 1,Auxerre,55,38,16,7,15,35,35,0,2009
9,Ligue 1,Nice,50,38,13,11,14,40,41,-1,2009
10,Ligue 1,Lorient,45,38,10,15,13,47,47,0,2009
11,Ligue 1,Monaco,45,38,11,12,15,41,45,-4,2009
12,Ligue 1,Valenciennes,44,38,10,14,14,35,42,-7,2009
13,Ligue 1,Grenoble,44,38,10,14,14,24,37,-13,2009
14,Ligue 1,Sochaux,42,38,10,12,16,40,48,-8,2009
15,Ligue 1,Nancy,42,38,10,12,16,38,47,-9,2009
16,Ligue 1,Le Mans,40,38,10,10,18,43,54,-11,2009
17,Ligue 1,Saint-Étienne,40,38,11,7,20,40,56,-16,2009
18,Ligue 1,Caen,37,38,8,13,17,42,49,-7,2009
19,Ligue 1,Nantes,37,38,9,10,19,33,54,-21,2009
20,Ligue 1,Le Havre,26,38,7,5,26,30,67,-37,2009
1,Ligue 1,Marseille,78,38,23,9,6,69,36,33,2010
2,Ligue 1,Lyon,72,38,20,12,6,64,38,26,2010
3,Ligue 1,Auxerre,71,38,20,11,7,42,29,13,2010
4,Ligue 1,Lille,70,38,21,7,10,72,40,32,2010
5,Ligue 1,Montpellier,69,38,20,9,9,50,40,10,2010
6,Ligue 1,Bordeaux,64,38,19,7,12,58,40,18,2010
7,Ligue 1,Lorient,58,38,16,10,12,54,42,12,2010
8,Ligue 1,Monaco,55,38,15,10,13,39,45,-6,2010
9,Ligue 1,Rennes,53,38,14,11,13,52,41,11,2010
10,Ligue 1,Valenciennes,52,38,14,10,14,50,50,0,2010
11,Ligue 1,Lens,48,38,12,12,14,40,44,-4,2010
12,Ligue 1,Nancy,48,38,13,9,16,46,53,-7,2010
13,Ligue 1,Paris SG,47,38,12,11,15,50,46,4,2010
14,Ligue 1,Toulouse,47,38,12,11,15,36,36,0,2010
15,Ligue 1,Nice,44,38,11,11,16,41,57,-16,2010
16,Ligue 1,Sochaux,41,38,11,8,19,28,52,-24,2010
17,Ligue 1,Saint-Étienne,40,38,10,10,18,27,45,-18,2010
18,Ligue 1,Le Mans,32,38,8,8,22,36,59,-23,2010
19,Ligue 1,US Boulogne,31,38,7,10,21,31,62,-31,2010
20,Ligue 1,Grenoble,23,38,5,8,25,31,61,-30,2010
1,Ligue 1,Lille,76,38,21,13,4,68,36,32,2011
2,Ligue 1,Marseille,68,38,18,14,6,62,39,23,2011
3,Ligue 1,Lyon,64,38,17,13,8,61,40,21,2011
4,Ligue 1,Paris SG,60,38,15,15,8,56,41,15,2011
5,Ligue 1,Sochaux,58,38,17,7,14,60,43,17,2011
6,Ligue 1,Rennes,56,38,15,11,12,38,35,3,2011
7,Ligue 1,Bordeaux,51,38,12,15,11,43,42,1,2011
8,Ligue 1,Toulouse,50,38,14,8,16,38,36,2,2011
9,Ligue 1,Auxerre,49,38,10,19,9,45,41,4,2011
10,Ligue 1,Saint-Étienne,49,38,12,13,13,46,47,-1,2011
11,Ligue 1,Lorient,49,38,12,13,13,46,48,-2,2011
12,Ligue 1,Valenciennes,48,38,10,18,10,45,41,4,2011
13,Ligue 1,Nancy,48,38,13,9,16,43,48,-5,2011
14,Ligue 1,Montpellier,47,38,12,11,15,32,43,-11,2011
15,Ligue 1,Caen,46,38,11,13,14,46,51,-5,2011
16,Ligue 1,Brest,46,38,11,13,14,36,43,-7,2011
17,Ligue 1,Nice,46,38,11,13,14,33,48,-15,2011
18,Ligue 1,Monaco,44,38,9,17,12,36,40,-4,2011
19,Ligue 1,Lens,35,38,7,14,17,35,58,-23,2011
20,Ligue 1,AC Arles,20,38,3,11,24,21,70,-49,2011
1,Ligue 1,Montpellier,82,38,25,7,6,68,34,34,2012
2,Ligue 1,Paris SG,79,38,23,10,5,75,41,34,2012
3,Ligue 1,Lille,74,38,21,11,6,72,39,33,2012
4,Ligue 1,Lyon,64,38,19,7,12,64,51,13,2012
5,Ligue 1,Bordeaux,61,38,16,13,9,53,41,12,2012
6,Ligue 1,Rennes,60,38,17,9,12,53,44,9,2012
7,Ligue 1,Saint-Étienne,57,38,16,9,13,49,45,4,2012
8,Ligue 1,Toulouse,56,38,15,11,12,37,34,3,2012
9,Ligue 1,Evian TG,50,38,13,11,14,54,55,-1,2012
10,Ligue 1,Marseille,48,38,12,12,14,45,41,4,2012
11,Ligue 1,Nancy,45,38,11,12,15,38,48,-10,2012
12,Ligue 1,Valenciennes,43,38,12,7,19,40,50,-10,2012
13,Ligue 1,Nice,42,38,10,12,16,39,46,-7,2012
14,Ligue 1,Sochaux,42,38,11,9,18,40,60,-20,2012
15,Ligue 1,Brest,41,38,8,17,13,31,38,-7,2012
16,Ligue 1,AC Ajaccio,41,38,9,14,15,40,61,-21,2012
17,Ligue 1,Lorient,39,38,9,12,17,35,49,-14,2012
18,Ligue 1,Caen,38,38,9,11,18,39,59,-20,2012
19,Ligue 1,Dijon,36,38,9,9,20,38,63,-25,2012
20,Ligue 1,Auxerre,34,38,7,13,18,46,57,-11,2012
1,Ligue 1,Paris SG,83,38,25,8,5,69,23,46,2013
2,Ligue 1,Marseille,71,38,21,8,9,42,36,6,2013
3,Ligue 1,Lyon,67,38,19,10,9,61,38,23,2013
4,Ligue 1,Nice,64,38,18,10,10,57,46,11,2013
5,Ligue 1,Saint-Étienne,63,38,16,15,7,60,32,28,2013
6,Ligue 1,Lille,62,38,16,14,8,59,40,19,2013
7,Ligue 1,Bordeaux,55,38,13,16,9,40,34,6,2013
8,Ligue 1,Lorient,53,38,14,11,13,57,58,-1,2013
9,Ligue 1,Montpellier,52,38,15,7,16,54,51,3,2013
10,Ligue 1,Toulouse,51,38,13,12,13,49,47,2,2013
11,Ligue 1,Valenciennes,48,38,12,12,14,49,53,-4,2013
12,Ligue 1,Bastia,47,38,13,8,17,50,66,-16,2013
13,Ligue 1,Rennes,46,38,13,7,18,48,59,-11,2013
14,Ligue 1,Stade de Reims,43,38,10,13,15,33,42,-9,2013
15,Ligue 1,Sochaux,41,38,10,11,17,41,57,-16,2013
16,Ligue 1,Evian TG,40,38,10,10,18,46,53,-7,2013
17,Ligue 1,AC Ajaccio,40,38,9,15,14,39,51,-12,2013
18,Ligue 1,Nancy,38,38,9,11,18,38,58,-20,2013
19,Ligue 1,Troyes,37,38,8,13,17,43,61,-18,2013
20,Ligue 1,Brest,29,38,8,5,25,32,62,-30,2013
1,Ligue 1,Paris SG,89,38,27,8,3,84,23,61,2014
2,Ligue 1,Monaco,80,38,23,11,4,63,31,32,2014
3,Ligue 1,Lille,71,38,20,11,7,46,26,20,2014
4,Ligue 1,Saint-Étienne,69,38,20,9,9,56,34,22,2014
5,Ligue 1,Lyon,61,38,17,10,11,56,44,12,2014
6,Ligue 1,Marseille,60,38,16,12,10,53,40,13,2014
7,Ligue 1,Bordeaux,53,38,13,14,11,49,43,6,2014
8,Ligue 1,Lorient,49,38,13,10,15,48,53,-5,2014
9,Ligue 1,Toulouse,49,38,12,13,13,46,53,-7,2014
10,Ligue 1,Bastia,49,38,13,10,15,42,56,-14,2014
11,Ligue 1,Stade de Reims,48,38,12,12,14,44,52,-8,2014
12,Ligue 1,Rennes,46,38,11,13,14,47,45,2,2014
13,Ligue 1,Nantes,46,38,12,10,16,38,43,-5,2014
14,Ligue 1,Evian TG,44,38,11,11,16,39,51,-12,2014
15,Ligue 1,Montpellier,42,38,8,18,12,45,53,-8,2014
16,Ligue 1,Guingamp,42,38,11,9,18,34,42,-8,2014
17,Ligue 1,Nice,42,38,12,6,20,30,44,-14,2014
18,Ligue 1,Sochaux,40,38,10,10,18,37,61,-24,2014
19,Ligue 1,Valenciennes,29,38,7,8,23,37,65,-28,2014
20,Ligue 1,AC Ajaccio,23,38,4,11,23,37,72,-35,2014
1,Ligue 1,Paris SG,83,38,24,11,3,83,36,47,2015
2,Ligue 1,Lyon,75,38,22,9,7,72,33,39,2015
3,Ligue 1,Monaco,71,38,20,11,7,51,26,25,2015
4,Ligue 1,Marseille,69,38,21,6,11,76,42,34,2015
5,Ligue 1,Saint-Étienne,69,38,19,12,7,51,30,21,2015
6,Ligue 1,Bordeaux,63,38,17,12,9,47,44,3,2015
7,Ligue 1,Montpellier,56,38,16,8,14,46,39,7,2015
8,Ligue 1,Lille,56,38,16,8,14,43,42,1,2015
9,Ligue 1,Rennes,50,38,13,11,14,35,42,-7,2015
